UserID,CampaignID,InteractionType
UID_00362,CID_00398,like
UID_00239,CID_00109,share
UID_00817,CID_00283,share
UID_00559,CID_00404,invest
UID_00849,CID_00303,like
UID_00608,CID_00262,share
UID_00786,CID_00039,share
UID_00091,CID_00411,view
UID_00057,CID_00173,share
UID_00060,CID_00051,invest
UID_00232,CID_00215,like
UID_00893,CID_00298,invest
UID_00067,CID_00038,share
UID_00035,CID_00077,invest
UID_00122,CID_00303,invest
UID_00637,CID_00261,share
UID_00820,CID_00455,share
UID_00633,CID_00356,view
UID_00801,CID_00193,view
UID_00906,CID_00400,like
UID_00122,CID_00036,view
UID_00839,CID_00070,invest
UID_00702,CID_00433,like
UID_00372,CID_00192,invest
UID_00194,CID_00342,invest
UID_00952,CID_00090,like
UID_00621,CID_00421,view
UID_00352,CID_00360,invest
UID_00778,CID_00430,like
UID_00543,CID_00368,invest
UID_00194,CID_00143,like
UID_00685,CID_00010,like
UID_00399,CID_00109,invest
UID_00342,CID_00081,invest
UID_00967,CID_00367,invest
UID_00819,CID_00175,like
UID_00898,CID_00370,view
UID_00471,CID_00185,like
UID_00122,CID_00449,view
UID_00450,CID_00327,share
UID_00288,CID_00430,share
UID_00099,CID_00099,like
UID_00216,CID_00346,invest
UID_00884,CID_00203,view
UID_00097,CID_00064,share
UID_00754,CID_00496,view
UID_00343,CID_00183,invest
UID_00824,CID_00171,like
UID_00708,CID_00114,like
UID_00737,CID_00185,share
UID_00396,CID_00188,view
UID_00965,CID_00335,like
UID_00545,CID_00236,like
UID_00705,CID_00195,view
UID_00157,CID_00013,like
UID_00670,CID_00352,view
UID_00838,CID_00013,like
UID_00321,CID_00343,invest
UID_00407,CID_00105,share
UID_00113,CID_00069,like
UID_00195,CID_00448,share
UID_00645,CID_00368,invest
UID_00331,CID_00429,invest
UID_00718,CID_00167,view
UID_00313,CID_00291,view
UID_00713,CID_00030,like
UID_01000,CID_00194,like
UID_00442,CID_00479,share
UID_00342,CID_00114,view
UID_00151,CID_00340,like
UID_00883,CID_00075,like
UID_00359,CID_00497,view
UID_00640,CID_00276,invest
UID_00060,CID_00486,like
UID_00268,CID_00161,share
UID_00389,CID_00099,like
UID_00575,CID_00120,view
UID_00368,CID_00330,invest
UID_00950,CID_00287,like
UID_00101,CID_00040,invest
UID_00920,CID_00218,like
UID_00039,CID_00426,view
UID_00594,CID_00233,view
UID_00909,CID_00381,view
UID_00792,CID_00161,invest
UID_00653,CID_00168,view
UID_00324,CID_00165,view
UID_00777,CID_00448,share
UID_00221,CID_00450,invest
UID_00811,CID_00448,view
UID_00349,CID_00104,like
UID_00767,CID_00369,view
UID_00971,CID_00327,invest
UID_00789,CID_00436,invest
UID_00513,CID_00352,share
UID_00700,CID_00251,like
UID_00691,CID_00314,share
UID_00210,CID_00312,invest
UID_00935,CID_00421,invest
UID_00263,CID_00219,invest
UID_00300,CID_00169,invest
UID_00429,CID_00174,view
UID_00784,CID_00111,view
UID_00472,CID_00052,view
UID_00595,CID_00102,invest
UID_00858,CID_00478,invest
UID_00806,CID_00088,invest
UID_00951,CID_00423,view
UID_00277,CID_00486,invest
UID_00196,CID_00327,view
UID_00669,CID_00307,share
UID_00286,CID_00377,view
UID_00981,CID_00307,like
UID_00192,CID_00185,view
UID_00179,CID_00485,like
UID_00622,CID_00130,like
UID_00370,CID_00008,invest
UID_00670,CID_00243,like
UID_00126,CID_00391,share
UID_00572,CID_00164,share
UID_00093,CID_00360,like
UID_00864,CID_00257,share
UID_00303,CID_00448,view
UID_00139,CID_00140,view
UID_00477,CID_00095,like
UID_00061,CID_00364,view
UID_00528,CID_00082,share
UID_00988,CID_00278,view
UID_00933,CID_00315,invest
UID_00082,CID_00476,view
UID_00778,CID_00299,invest
UID_00349,CID_00374,view
UID_00958,CID_00489,like
UID_00332,CID_00106,like
UID_00350,CID_00177,view
UID_00650,CID_00351,like
UID_00746,CID_00090,view
UID_00663,CID_00438,view
UID_00996,CID_00131,like
UID_00714,CID_00436,invest
UID_00768,CID_00064,view
UID_00783,CID_00326,view
UID_00785,CID_00216,share
UID_00441,CID_00324,share
UID_00154,CID_00353,like
UID_00459,CID_00142,invest
UID_00598,CID_00065,share
UID_00279,CID_00259,view
UID_00658,CID_00142,like
UID_00623,CID_00158,share
UID_00696,CID_00402,like
UID_00160,CID_00492,like
UID_00035,CID_00496,view
UID_00140,CID_00059,share
UID_00051,CID_00449,view
UID_00561,CID_00474,invest
UID_00723,CID_00323,like
UID_00664,CID_00209,share
UID_00475,CID_00386,like
UID_00897,CID_00460,view
UID_00829,CID_00195,like
UID_00422,CID_00337,share
UID_00057,CID_00414,view
UID_00538,CID_00104,share
UID_00856,CID_00012,like
UID_00174,CID_00316,like
UID_00714,CID_00370,invest
UID_00584,CID_00273,share
UID_00080,CID_00185,invest
UID_00133,CID_00376,invest
UID_00156,CID_00344,like
UID_00758,CID_00006,share
UID_00651,CID_00314,share
UID_00948,CID_00435,like
UID_00747,CID_00318,view
UID_00420,CID_00322,invest
UID_00493,CID_00008,share
UID_00944,CID_00394,view
UID_00087,CID_00145,like
UID_00646,CID_00055,invest
UID_00684,CID_00061,like
UID_00578,CID_00358,like
UID_00770,CID_00009,share
UID_00209,CID_00005,invest
UID_00088,CID_00435,view
UID_00874,CID_00097,like
UID_00206,CID_00369,view
UID_00690,CID_00073,like
UID_00210,CID_00459,share
UID_00500,CID_00441,like
UID_00759,CID_00117,view
UID_00349,CID_00061,view
UID_00508,CID_00183,invest
UID_00649,CID_00162,like
UID_00948,CID_00085,invest
UID_00857,CID_00436,view
UID_00031,CID_00403,view
UID_00955,CID_00020,like
UID_00436,CID_00470,like
UID_00087,CID_00437,view
UID_00178,CID_00277,invest
UID_00463,CID_00096,invest
UID_00031,CID_00102,view
UID_00770,CID_00121,invest
UID_00211,CID_00041,like
UID_00143,CID_00032,invest
UID_00045,CID_00219,invest
UID_00653,CID_00058,view
UID_00788,CID_00336,like
UID_00146,CID_00007,like
UID_00183,CID_00399,like
UID_00035,CID_00298,like
UID_00630,CID_00435,invest
UID_00645,CID_00104,invest
UID_00783,CID_00140,view
UID_00737,CID_00146,view
UID_00344,CID_00286,share
UID_00628,CID_00262,like
UID_00694,CID_00361,view
UID_00576,CID_00494,share
UID_00374,CID_00029,invest
UID_00835,CID_00025,share
UID_00077,CID_00435,invest
UID_00756,CID_00076,invest
UID_00403,CID_00452,view
UID_00078,CID_00054,share
UID_00393,CID_00241,share
UID_00327,CID_00336,view
UID_00938,CID_00109,share
UID_00580,CID_00367,view
UID_00519,CID_00306,invest
UID_00121,CID_00281,share
UID_00277,CID_00121,share
UID_00927,CID_00443,share
UID_00079,CID_00300,share
UID_00310,CID_00187,view
UID_00672,CID_00406,share
UID_00952,CID_00097,view
UID_00109,CID_00322,view
UID_00436,CID_00473,invest
UID_00085,CID_00448,share
UID_00904,CID_00276,share
UID_00141,CID_00433,invest
UID_00171,CID_00371,invest
UID_00125,CID_00453,invest
UID_00001,CID_00273,view
UID_00180,CID_00295,invest
UID_00043,CID_00214,share
UID_00023,CID_00017,view
UID_00551,CID_00037,view
UID_00499,CID_00425,like
UID_00652,CID_00100,like
UID_00296,CID_00256,share
UID_00101,CID_00238,share
UID_00755,CID_00413,like
UID_00312,CID_00345,invest
UID_00035,CID_00422,invest
UID_00583,CID_00297,invest
UID_00886,CID_00429,invest
UID_00050,CID_00355,like
UID_00661,CID_00199,invest
UID_00517,CID_00199,view
UID_00640,CID_00253,like
UID_00624,CID_00486,share
UID_00357,CID_00298,invest
UID_00927,CID_00428,invest
UID_00420,CID_00380,view
UID_00817,CID_00036,view
UID_00615,CID_00038,like
UID_00388,CID_00345,view
UID_00945,CID_00231,share
UID_00885,CID_00291,share
UID_00161,CID_00236,view
UID_00767,CID_00324,like
UID_00858,CID_00424,share
UID_00570,CID_00401,share
UID_00813,CID_00342,share
UID_00666,CID_00200,like
UID_00023,CID_00348,view
UID_00048,CID_00047,invest
UID_00838,CID_00189,like
UID_00617,CID_00497,like
UID_00971,CID_00216,view
UID_00847,CID_00241,invest
UID_00618,CID_00500,invest
UID_00770,CID_00376,share
UID_00633,CID_00089,view
UID_00291,CID_00012,like
UID_00239,CID_00198,like
UID_00897,CID_00290,share
UID_00632,CID_00397,view
UID_00067,CID_00191,invest
UID_00569,CID_00297,share
UID_00766,CID_00467,share
UID_00570,CID_00436,view
UID_00187,CID_00189,like
UID_00758,CID_00224,like
UID_00511,CID_00219,view
UID_00336,CID_00416,invest
UID_00223,CID_00144,share
UID_00797,CID_00218,share
UID_00557,CID_00050,share
UID_00570,CID_00265,view
UID_00861,CID_00329,view
UID_00962,CID_00335,like
UID_00187,CID_00009,invest
UID_00290,CID_00335,view
UID_00429,CID_00187,view
UID_00299,CID_00265,view
UID_00281,CID_00293,share
UID_00117,CID_00202,view
UID_00477,CID_00265,view
UID_00127,CID_00332,invest
UID_00611,CID_00461,view
UID_00431,CID_00318,view
UID_00800,CID_00133,view
UID_00253,CID_00241,like
UID_00021,CID_00329,view
UID_00218,CID_00210,like
UID_00273,CID_00152,like
UID_00509,CID_00252,share
UID_00886,CID_00298,like
UID_00013,CID_00048,share
UID_00579,CID_00057,like
UID_00460,CID_00472,invest
UID_00532,CID_00190,share
UID_00785,CID_00463,view
UID_00552,CID_00408,invest
UID_00995,CID_00086,view
UID_00856,CID_00314,like
UID_00998,CID_00287,view
UID_00027,CID_00344,share
UID_00280,CID_00327,share
UID_00786,CID_00144,share
UID_00758,CID_00400,invest
UID_00443,CID_00118,share
UID_00471,CID_00422,share
UID_00205,CID_00389,invest
UID_00682,CID_00269,like
UID_00158,CID_00315,share
UID_00916,CID_00286,like
UID_00917,CID_00062,like
UID_00678,CID_00233,share
UID_00771,CID_00478,share
UID_00324,CID_00194,invest
UID_00212,CID_00228,share
UID_00382,CID_00329,view
UID_00540,CID_00477,view
UID_00130,CID_00427,like
UID_00552,CID_00388,like
UID_00420,CID_00298,like
UID_00773,CID_00028,share
UID_00642,CID_00242,invest
UID_00078,CID_00424,view
UID_00703,CID_00085,like
UID_00207,CID_00083,invest
UID_00894,CID_00001,view
UID_00896,CID_00102,like
UID_00788,CID_00040,view
UID_00207,CID_00049,invest
UID_00228,CID_00099,view
UID_00647,CID_00279,like
UID_00964,CID_00200,view
UID_00515,CID_00491,share
UID_00317,CID_00253,share
UID_00030,CID_00179,view
UID_00007,CID_00202,view
UID_00799,CID_00151,share
UID_00271,CID_00063,invest
UID_00835,CID_00317,share
UID_00609,CID_00282,share
UID_00287,CID_00269,view
UID_00728,CID_00428,invest
UID_00174,CID_00302,invest
UID_00406,CID_00248,like
UID_00630,CID_00277,share
UID_00086,CID_00436,view
UID_00370,CID_00130,share
UID_00342,CID_00090,like
UID_00689,CID_00157,invest
UID_00508,CID_00378,like
UID_00993,CID_00240,like
UID_00647,CID_00221,view
UID_00962,CID_00089,view
UID_00505,CID_00443,like
UID_00543,CID_00155,share
UID_00925,CID_00033,view
UID_00776,CID_00142,share
UID_00336,CID_00353,like
UID_00700,CID_00192,view
UID_00645,CID_00201,invest
UID_00688,CID_00114,share
UID_00916,CID_00162,share
UID_00598,CID_00269,invest
UID_00710,CID_00135,like
UID_00252,CID_00464,invest
UID_00971,CID_00020,share
UID_00414,CID_00362,view
UID_00456,CID_00303,like
UID_00419,CID_00026,share
UID_00434,CID_00339,share
UID_00824,CID_00429,invest
UID_00480,CID_00438,invest
UID_00492,CID_00035,share
UID_00047,CID_00215,share
UID_00549,CID_00038,share
UID_00885,CID_00350,view
UID_00429,CID_00372,invest
UID_00537,CID_00137,share
UID_00542,CID_00361,view
UID_00514,CID_00327,view
UID_00468,CID_00021,view
UID_00834,CID_00120,invest
UID_00193,CID_00380,invest
UID_00292,CID_00007,share
UID_00115,CID_00146,like
UID_00200,CID_00382,invest
UID_00558,CID_00135,share
UID_00776,CID_00015,view
UID_00823,CID_00414,like
UID_00663,CID_00083,view
UID_00305,CID_00021,invest
UID_00183,CID_00115,share
UID_00071,CID_00240,share
UID_00128,CID_00161,invest
UID_00877,CID_00062,invest
UID_00810,CID_00423,view
UID_00982,CID_00185,like
UID_00803,CID_00145,invest
UID_00349,CID_00296,share
UID_00720,CID_00017,like
UID_00996,CID_00493,view
UID_00796,CID_00460,invest
UID_00442,CID_00217,view
UID_00962,CID_00450,invest
UID_00738,CID_00148,invest
UID_00710,CID_00355,view
UID_00768,CID_00466,invest
UID_00558,CID_00121,like
UID_00622,CID_00202,like
UID_00046,CID_00025,share
UID_00542,CID_00290,like
UID_00283,CID_00026,like
UID_00432,CID_00076,like
UID_00836,CID_00321,view
UID_00327,CID_00241,share
UID_00276,CID_00179,invest
UID_00055,CID_00151,invest
UID_00757,CID_00374,share
UID_00646,CID_00125,view
UID_00062,CID_00343,view
UID_00726,CID_00112,like
UID_00465,CID_00125,share
UID_00713,CID_00247,like
UID_00714,CID_00244,view
UID_00255,CID_00311,invest
UID_00275,CID_00328,share
UID_00139,CID_00225,invest
UID_00530,CID_00261,like
UID_00263,CID_00122,share
UID_00092,CID_00097,invest
UID_00410,CID_00071,view
UID_00766,CID_00445,like
UID_00827,CID_00048,view
UID_00946,CID_00128,invest
UID_00895,CID_00387,like
UID_00878,CID_00251,view
UID_00582,CID_00046,share
UID_00119,CID_00297,invest
UID_00208,CID_00025,invest
UID_00844,CID_00322,view
UID_00771,CID_00198,share
UID_00048,CID_00234,like
UID_00310,CID_00224,invest
UID_00611,CID_00012,share
UID_00141,CID_00172,view
UID_00442,CID_00251,like
UID_00462,CID_00099,view
UID_00718,CID_00089,invest
UID_00646,CID_00288,invest
UID_00980,CID_00105,like
UID_00034,CID_00500,like
UID_00190,CID_00491,like
UID_00884,CID_00024,share
UID_00509,CID_00002,like
UID_00557,CID_00497,view
UID_00722,CID_00054,share
UID_00415,CID_00015,view
UID_00920,CID_00221,invest
UID_00394,CID_00406,invest
UID_00724,CID_00239,invest
UID_00837,CID_00495,view
UID_00978,CID_00148,invest
UID_00325,CID_00364,view
UID_00550,CID_00323,view
UID_00082,CID_00082,view
UID_00328,CID_00020,share
UID_00663,CID_00459,share
UID_00097,CID_00356,view
UID_00117,CID_00476,invest
UID_00875,CID_00355,view
UID_00692,CID_00445,like
UID_00111,CID_00173,share
UID_00890,CID_00428,invest
UID_00834,CID_00298,share
UID_00152,CID_00394,share
UID_00242,CID_00460,invest
UID_00697,CID_00258,invest
UID_00838,CID_00087,like
UID_00129,CID_00259,share
UID_00613,CID_00212,view
UID_00910,CID_00215,share
UID_00421,CID_00057,view
UID_00851,CID_00321,view
UID_00238,CID_00026,share
UID_00322,CID_00121,share
UID_00127,CID_00142,share
UID_00262,CID_00074,invest
UID_00147,CID_00416,like
UID_00974,CID_00126,share
UID_00259,CID_00365,invest
UID_00670,CID_00109,like
UID_00927,CID_00232,invest
UID_00909,CID_00202,view
UID_00191,CID_00309,like
UID_00958,CID_00362,invest
UID_00363,CID_00270,like
UID_00316,CID_00273,like
UID_00888,CID_00195,view
UID_00323,CID_00284,invest
UID_00593,CID_00450,view
UID_00616,CID_00337,like
UID_00666,CID_00322,invest
UID_00092,CID_00255,share
UID_00332,CID_00500,like
UID_00001,CID_00369,view
UID_00429,CID_00032,share
UID_00554,CID_00012,invest
UID_00155,CID_00176,share
UID_00170,CID_00194,invest
UID_00582,CID_00309,view
UID_00326,CID_00006,like
UID_00311,CID_00002,invest
UID_00855,CID_00064,share
UID_00353,CID_00426,invest
UID_00091,CID_00026,view
UID_00077,CID_00252,share
UID_00130,CID_00470,view
UID_00748,CID_00324,like
UID_00713,CID_00110,invest
UID_00199,CID_00018,invest
UID_00735,CID_00107,like
UID_00105,CID_00481,invest
UID_00213,CID_00088,like
UID_00298,CID_00252,share
UID_00153,CID_00442,invest
UID_00066,CID_00446,share
UID_00115,CID_00127,share
UID_00565,CID_00039,like
UID_00619,CID_00289,like
UID_00820,CID_00127,invest
UID_00842,CID_00470,invest
UID_00278,CID_00156,invest
UID_00633,CID_00139,like
UID_00281,CID_00157,like
UID_00404,CID_00258,share
UID_00355,CID_00269,invest
UID_00491,CID_00114,like
UID_00037,CID_00077,view
UID_00452,CID_00256,like
UID_00671,CID_00225,like
UID_00995,CID_00160,like
UID_00477,CID_00255,share
UID_00150,CID_00278,invest
UID_00434,CID_00473,invest
UID_00764,CID_00133,like
UID_00332,CID_00026,view
UID_00311,CID_00049,like
UID_00752,CID_00239,like
UID_00994,CID_00316,invest
UID_00356,CID_00128,like
UID_00225,CID_00496,invest
UID_00890,CID_00374,invest
UID_00211,CID_00294,view
UID_00348,CID_00211,share
UID_00201,CID_00261,invest
UID_00362,CID_00063,invest
UID_00493,CID_00464,invest
UID_00829,CID_00230,share
UID_00381,CID_00072,like
UID_00205,CID_00455,view
UID_00464,CID_00238,share
UID_00897,CID_00319,share
UID_00119,CID_00028,share
UID_00041,CID_00459,like
UID_00111,CID_00339,invest
UID_00930,CID_00345,like
UID_00517,CID_00132,like
UID_00566,CID_00214,invest
UID_00628,CID_00389,invest
UID_00925,CID_00041,share
UID_00727,CID_00245,invest
UID_00792,CID_00127,like
UID_00649,CID_00219,like
UID_00507,CID_00317,invest
UID_00024,CID_00234,share
UID_00975,CID_00464,share
UID_00116,CID_00275,view
UID_00254,CID_00167,view
UID_00327,CID_00319,view
UID_00261,CID_00374,share
UID_00857,CID_00104,share
UID_00532,CID_00211,invest
UID_00043,CID_00452,like
UID_00047,CID_00106,share
UID_00651,CID_00001,invest
UID_00589,CID_00467,view
UID_00059,CID_00448,view
UID_00740,CID_00231,share
UID_00050,CID_00453,invest
UID_00212,CID_00389,share
UID_00737,CID_00037,view
UID_00123,CID_00277,share
UID_00072,CID_00015,invest
UID_00887,CID_00067,share
UID_00260,CID_00237,share
UID_00914,CID_00292,share
UID_00380,CID_00037,like
UID_00683,CID_00310,invest
UID_00204,CID_00461,view
UID_00069,CID_00160,share
UID_00306,CID_00047,share
UID_00991,CID_00120,like
UID_00039,CID_00359,like
UID_00817,CID_00198,invest
UID_00369,CID_00483,invest
UID_00561,CID_00257,invest
UID_00814,CID_00183,view
UID_00291,CID_00470,like
UID_00995,CID_00482,view
UID_00428,CID_00224,invest
UID_00151,CID_00200,view
UID_00202,CID_00155,invest
UID_00707,CID_00007,share
UID_00746,CID_00349,view
UID_00721,CID_00469,like
UID_00060,CID_00445,share
UID_00063,CID_00350,like
UID_00779,CID_00410,like
UID_00996,CID_00073,invest
UID_00199,CID_00223,view
UID_00387,CID_00180,share
UID_00407,CID_00465,share
UID_00218,CID_00160,like
UID_00645,CID_00006,view
UID_00977,CID_00464,view
UID_00153,CID_00042,share
UID_00228,CID_00284,like
UID_00206,CID_00102,share
UID_00312,CID_00409,like
UID_00130,CID_00302,like
UID_00147,CID_00386,view
UID_00530,CID_00093,invest
UID_00155,CID_00031,like
UID_00725,CID_00390,share
UID_00399,CID_00454,view
UID_00017,CID_00144,like
UID_00122,CID_00001,invest
UID_00126,CID_00383,view
UID_00840,CID_00289,invest
UID_00574,CID_00288,like
UID_00662,CID_00491,view
UID_00669,CID_00349,view
UID_00213,CID_00131,invest
UID_00108,CID_00360,invest
UID_00171,CID_00183,invest
UID_00202,CID_00227,view
UID_00218,CID_00338,share
UID_00836,CID_00192,like
UID_00857,CID_00261,share
UID_00954,CID_00196,like
UID_00095,CID_00324,share
UID_00816,CID_00175,view
UID_00170,CID_00244,like
UID_00890,CID_00453,like
UID_00290,CID_00206,invest
UID_00580,CID_00414,share
UID_00457,CID_00403,invest
UID_00837,CID_00056,view
UID_00014,CID_00228,view
UID_00316,CID_00202,view
UID_00151,CID_00338,view
UID_00523,CID_00434,invest
UID_00922,CID_00212,like
UID_00929,CID_00244,view
UID_00510,CID_00266,invest
UID_00144,CID_00201,view
UID_00163,CID_00294,view
UID_00037,CID_00462,invest
UID_00428,CID_00039,like
UID_00120,CID_00117,like
UID_00479,CID_00056,view
UID_00730,CID_00238,like
UID_00809,CID_00377,like
UID_00553,CID_00018,view
UID_00453,CID_00290,share
UID_00001,CID_00312,share
UID_00547,CID_00476,invest
UID_00926,CID_00259,like
UID_00623,CID_00369,invest
UID_00770,CID_00144,view
UID_00964,CID_00080,share
UID_00913,CID_00483,invest
UID_00796,CID_00464,share
UID_00425,CID_00352,like
UID_00173,CID_00193,share
UID_00796,CID_00500,like
UID_00264,CID_00475,invest
UID_00261,CID_00089,share
UID_00684,CID_00437,share
UID_00938,CID_00227,view
UID_00002,CID_00391,view
UID_00274,CID_00469,like
UID_00017,CID_00345,like
UID_00605,CID_00155,like
UID_00518,CID_00191,share
UID_00549,CID_00288,view
UID_00207,CID_00371,invest
UID_00951,CID_00450,view
UID_00039,CID_00124,view
UID_00602,CID_00491,view
UID_00895,CID_00440,share
UID_00030,CID_00091,invest
UID_00236,CID_00353,share
UID_00795,CID_00196,view
UID_00620,CID_00190,share
UID_00828,CID_00157,like
UID_00704,CID_00266,invest
UID_00503,CID_00473,share
UID_00485,CID_00315,like
UID_00724,CID_00327,like
UID_00951,CID_00025,invest
UID_00918,CID_00074,like
UID_00823,CID_00288,like
UID_00262,CID_00273,like
UID_00527,CID_00127,share
UID_00490,CID_00398,share
UID_00980,CID_00380,like
UID_00766,CID_00025,like
UID_00347,CID_00414,view
UID_00438,CID_00177,share
UID_00753,CID_00074,like
UID_00255,CID_00467,view
UID_00487,CID_00130,view
UID_00543,CID_00445,view
UID_00738,CID_00435,like
UID_00503,CID_00222,share
UID_00426,CID_00049,view
UID_00196,CID_00306,share
UID_00101,CID_00489,like
UID_00626,CID_00114,view
UID_00168,CID_00012,like
UID_00079,CID_00195,view
UID_00268,CID_00270,like
UID_00530,CID_00114,share
UID_00911,CID_00136,like
UID_00070,CID_00068,invest
UID_00779,CID_00074,invest
UID_00872,CID_00494,view
UID_00684,CID_00368,like
UID_00104,CID_00394,like
UID_00954,CID_00179,share
UID_00970,CID_00452,invest
UID_00139,CID_00393,invest
UID_00678,CID_00004,view
UID_00516,CID_00073,invest
UID_00110,CID_00444,view
UID_00659,CID_00287,invest
UID_00799,CID_00147,view
UID_00331,CID_00203,view
UID_00746,CID_00385,share
UID_00820,CID_00475,invest
UID_00401,CID_00037,view
UID_00520,CID_00358,view
UID_00743,CID_00261,share
UID_00830,CID_00336,share
UID_00663,CID_00214,invest
UID_00627,CID_00114,invest
UID_00487,CID_00494,like
UID_00792,CID_00113,like
UID_00099,CID_00423,like
UID_00289,CID_00163,view
UID_00257,CID_00156,invest
UID_00588,CID_00371,view
UID_00107,CID_00177,share
UID_00631,CID_00145,view
UID_00391,CID_00170,share
UID_00109,CID_00414,like
UID_00279,CID_00310,invest
UID_00761,CID_00265,view
UID_00180,CID_00455,share
UID_00516,CID_00412,share
UID_00417,CID_00243,view
UID_00576,CID_00494,invest
UID_00235,CID_00070,share
UID_00194,CID_00318,invest
UID_00324,CID_00132,view
UID_00861,CID_00315,share
UID_00378,CID_00389,like
UID_00518,CID_00483,share
UID_00558,CID_00084,share
UID_00035,CID_00223,share
UID_00636,CID_00211,like
UID_00719,CID_00319,like
UID_00522,CID_00209,share
UID_00569,CID_00282,view
UID_00275,CID_00356,share
UID_00393,CID_00334,invest
UID_00556,CID_00070,share
UID_00177,CID_00328,share
UID_00159,CID_00034,share
UID_00425,CID_00346,like
UID_00417,CID_00320,share
UID_00594,CID_00317,like
UID_00454,CID_00046,invest
UID_00590,CID_00055,share
UID_00844,CID_00157,share
UID_00268,CID_00453,share
UID_00223,CID_00212,like
UID_00962,CID_00407,view
UID_00833,CID_00258,invest
UID_00797,CID_00173,invest
UID_00912,CID_00405,share
UID_00211,CID_00480,view
UID_00448,CID_00376,share
UID_00345,CID_00464,share
UID_00429,CID_00182,share
UID_00090,CID_00198,share
UID_00306,CID_00445,view
UID_00927,CID_00156,invest
UID_00044,CID_00317,view
UID_00799,CID_00184,like
UID_00599,CID_00060,share
UID_00476,CID_00104,invest
UID_00219,CID_00141,view
